country,iso3c,indicator_name,indicator_code,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Guyana,GUY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.114768829,0.118253349,0.120785886,0.132726384,0.141047578,0.193901144,0.22232346,0.209480826,0.212999193,0.244497058,0.260543253,0.291232104,0.303873731,0.316947609,0.345218336,0.41178248,0.471532525,0.529499728,0.840373366,1.039088369,2.728085051,4.267942007,10.00993064,11.14112724,13.02964733,15.18897225,17.06506986,17.73582604,17.99179901,18.52617214,20.60304996,21.95997583,22.03068071,22.60760951,23.67436465,25.27835916,27.20771196,74.7824926,80.92289083,88.6548696,89.67716127,93.23936448,95.48579898,100,99.46331947,97.36921488,100.2944875,101.1953084,103.3295254,100.3458979,103.317329,76.14890181,93.2197321,104.4408346,
High income,HIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,9.098739368,9.904368364,10.65939554,11.63482827,13.29419523,14.83794166,15.4995171,16.99317916,17.64884378,19.08234268,22.47137015,26.00954765,28.77075619,31.55716128,33.00963941,36.19243914,38.13279186,39.57064569,42.97817396,46.76106983,52.63401585,56.61573113,61.79064457,67.90753947,73.75633577,78.41858359,81.66478501,86.46964325,91.45046455,92.56598492,88.77482831,85.76159768,84.24022654,81.37447194,76.4857326,73.73924524,73.62859331,73.23481013,75.53250048,76.50048499,76.21322589,76.41948694,79.39820183,82.21270478,83.70275902,86.08854149,89.22517836,90.68693974,93.29925658,96.71359949,98.69135238,99.32132601,100,101.8104478,
Honduras,HND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.855875979,4.027291848,3.915432203,4.066745014,4.284145272,4.917296679,5.231256282,5.677596962,6.370234252,11.15261568,12.08440046,13.44902591,13.87526969,14.94922231,15.54492163,16.05229477,16.319001,16.66637997,17.04012399,18.60398315,20.74412817,25.93196235,32.74783403,33.95104639,37.65463511,45.68968264,56.52451968,66.80835216,78.03990853,86.07723474,92.5982113,100,108.0843494,113.6311733,120.1760343,127.9297726,137.2419907,144.582603,154.1619337,166.1719402,178.8902958,187.2552835,201.8746878,209.1013725,211.9744892,226.4933781,242.1956439,251.1037647,262.4356833,267.5458753,278.5866833,291.4969103,302.576485,330.2495298,
Heavily indebted poor countries (HIPC),HPC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,51.67366805,53.66470794,57.36242599,62.05329719,64.23344532,67.02068649,69.85369149,72.53905916,75.6585133,78.40486667,80.84789584,83.98496707,87.57501447,92.40146129,95.15437276,96.03859084,97.64036552,99.02733368,99.76097403,99.9081776,100,99.93878814,101.1040117,103.1547395,105.2230755,106.0131273,107.6115401,117.7951268,
Haiti,HTI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.6509127,0.546647382,0.562360267,0.571041094,0.684036338,0.783251117,0.933465899,1.11045345,1.153582315,1.117341614,1.152259552,1.374221584,1.512301428,1.562675557,1.705552433,1.902150169,2.091866042,2.425196495,2.159008222,2.751172826,2.966334065,3.322168086,3.807545441,4.603633361,5.44778515,8.537109259,9.899920229,10.88759468,12.27325793,14.01083432,14.99599248,28.69942994,32.50162509,35.8236064,42.2666688,50.42537205,55.50428214,63.00752626,65.59855723,73.91313446,82.48814254,88.58717018,92.41478317,99.999998,108.0771467,110.4753635,116.2266703,134.4779937,153.0088964,163.0091889,195.2856406,231.7751261,275.7202379,358.9913117,
Hungary,HUN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,11.80985863,14.35006234,17.40353391,20.79566724,26.35492907,32.134639,38.64537349,43.96577439,47.53591148,52.09150648,57.84582808,62.52642663,65.92376632,69.27999189,71.09999872,73.69990273,77.71188754,81.44682862,84.86683353,87.01614588,88.6944443,91.2601632,93.8341852,97.29922465,100,101.320472,105.4033882,110.5127388,115.8008012,123.2139846,131.1552467,150.1586962,
IBRD only,IBD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.362817033,0.414529606,0.425824448,0.494466663,0.676818451,1.000747664,1.11880531,1.278239669,1.451198473,1.624714286,2.135026667,2.754284848,3.035224719,3.276516484,3.878821053,4.288413793,4.553884615,4.661177273,5.403329004,5.823967213,6.3568327,6.936070922,7.553779613,8.104363751,9.65655836,10.40750765,11.43598225,12.42822637,13.99062547,24.52153279,27.9940751,33.71815153,38.53840252,40.81064666,43.05010198,46.73119868,53.42861458,60.95533028,67.818034,80.12683848,86.75713599,100,107.465943,111.5000842,117.0371676,123.4077049,128.319631,131.4492494,137.0919426,142.3265565,144.6016302,144.0208357,152.6670132,167.2739555,
IDA only,IDX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,24.42836261,25.72846843,26.28717155,27.69899663,28.92805267,31.09154491,33.90513066,36.24134756,37.59766386,38.40840743,39.38451393,40.53455437,41.5761776,42.67554679,43.69426107,44.69659361,46.1736714,47.99374245,49.18546803,50.74308482,53.50800803,55.05797392,57.01873242,63.64607448,87.66158647,93.76799002,98.65029033,103.4395247,99.6291495,101.1591112,100.6310682,100,102.2367871,106.3262506,107.708477,109.6472266,109.4208674,,,
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.232063342,4.298178476,4.527049649,5.017763844,5.912416869,6.897869881,6.784145973,7.189964043,7.595278805,7.782144107,9.006123094,10.04257663,11.12994485,12.03100995,13.06000534,14.09477997,15.1087282,16.13452026,17.6395311,19.09170821,20.70243914,22.91103825,26.06172275,28.3981959,31.19876431,34.31241496,37.42204695,40.25677385,42.86391173,46.29738286,47.71796969,49.45727544,51.04763151,52.94440008,54.99218257,58.14071227,61.40932686,66.56828648,71.19106671,77.73635176,83.209275,91.96790896,100,107.9343863,114.6117514,118.4303363,121.1300602,125.0522212,130.0158664,135.0659951,138.3150307,144.8802214,157.250856,170.1861062,
Not classified,INX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,7.211533811,7.971571435,9.038575681,10.41899969,11.05326819,13.27866087,16.07022374,18.20251724,20.11859554,22.87002693,26.23301772,30.80872484,35.48615243,39.28632216,41.79250339,43.96000019,46.8392467,47.8684963,49.42245721,52.1514496,51.77116945,52.70377254,54.18591956,56.99044846,57.9561692,59.71455741,61.08336577,63.48349003,67.64342401,70.60363106,75.4575956,80.63374976,84.81614456,88.13392321,88.58810969,91.31060938,94.43333879,95.56511108,95.08296059,90.68575575,88.06508586,89.25371632,91.1354283,92.16822991,92.3359829,100,100.5838491,101.842237,102.9829029,106.4384031,105.1249078,105.6268609,112.5795,
"Iran, Islamic Rep.",IRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.017068021,0.017334075,0.019072511,0.020808004,0.027803842,0.04402181,0.049882752,0.057369274,0.069926157,0.077519961,0.102117409,0.138094714,0.174377494,0.187234249,0.216130092,0.254490262,0.264808539,0.297209303,0.361208627,0.433740401,0.508170288,0.624018869,0.783874489,1.013875278,1.519766748,2.035446199,2.807643489,3.617189465,4.178869774,4.570911159,6.020248682,7.52105216,8.634575442,11.07640696,12.53144749,15.62774791,18.7792695,21.51777394,26.45374931,31.59159144,33.04433612,38.29264443,51.08603817,60.76882665,83.11694665,91.22813725,91.40785821,100,113.0353312,148.8010486,194.2372498,280.2163366,438.0332096,659.6133953,
Iraq,IRQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.008063264,0.008414256,0.009310377,0.008995491,0.009782966,0.01842451,0.019140191,0.021549149,0.023628734,0.024178562,0.03183519,0.036037992,0.026119404,0.028296252,0.03231197,0.037814489,0.038453194,0.03586471,0.039413221,0.043524513,0.047181264,0.08192809,0.172971842,0.353728743,0.7586338,3.766146594,14.89012593,13.02228807,24.9375251,20.98224271,35.91069818,44.74919605,36.18118785,39.13418807,44.55763217,52.27154362,71.01499577,87.38021973,100,130.1754087,104.7636061,122.1404739,152.2962697,156.3622289,156.3440942,151.8989638,106.0260024,94.25269385,108.0610526,127.7324781,124.3163496,110.3678112,151.7169107,180.3430034,
Iceland,ISL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.08320656,,,,,,,,,,,,,,,,,,,,,,,,,,38.2026735,39.14982906,40.22805471,42.12464856,43.5985451,45.35329644,49.30073388,52.19574093,52.4524726,53.85558323,55.50672061,60.28955961,62.90199403,70.53532806,78.15646466,83.13413615,85.70852566,88.65765343,90.54122237,94.29112467,100,102.2608609,103.2190378,105.9353626,110.6566642,115.0993582,122.576708,133.5098247,
Israel,ISR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.000943384,,,,,,,,,,,,,,,,,,,,,,,,,,56.64596841,61.87375509,66.87692582,71.47679482,75.89841892,77.3864066,78.73890551,82.48673362,82.09976661,82.20430934,83.05664198,84.25860424,84.98306888,86.13463767,89.94110972,91.00911776,92.34556419,95.36513357,97.08506774,97.73475465,100,100.3578807,100.3238931,101.1103831,102.9672452,104.039565,106.2538336,111.1662748,
Italy,ITA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.321556,4.795158395,5.139395048,5.428895858,6.12046291,7.359635102,8.609528506,10.11225937,11.98071749,13.65142538,15.7607109,19.04142807,22.61878421,26.58633389,30.60000334,33.89312836,37.00270169,39.77361862,42.16372783,44.96778549,47.75461361,52.01149017,55.95465219,58.39881602,60.6681659,62.81731964,65.91122622,68.88225595,70.65072156,72.34819111,73.45955225,74.77623977,77.04464582,79.56735092,82.07197831,84.26345088,85.95761635,87.78409012,89.96025312,92.11993202,93.66647733,94.07520087,95.58715584,97.06617728,98.1801186,99.07673995,100,101.13435,101.8689325,102.9570272,103.9228817,105.5640021,106.9129631,110.0951212,
Jamaica,JAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.206311967,0.217093677,0.232121846,0.220734383,0.279115407,0.365881666,0.44177541,0.490950006,0.552252461,0.699014127,0.809017586,0.95697081,1.036632341,1.122826127,1.313264139,1.784978056,2.294211704,2.910462712,3.225450292,3.614296925,4.061357309,5.081452725,7.309277844,11.69745644,17.87446204,23.43471501,29.33718209,34.87372673,38.22463823,42.26692142,45.1901274,49.97444246,53.87613179,58.77015794,65.60163349,74.03708482,82.52820845,89.83046356,100,113.5468095,126.782399,139.2200505,147.289507,156.9692315,170.1794726,181.972818,194.0838512,203.1361389,216.4412053,227.2486366,234.4808315,242.6036978,260.6193531,293.9728977,
Jordan,JOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,13.75337973,15.45795072,15.52730477,15.8788944,16.93287671,17.96974199,19.12557762,21.17777996,21.70543801,23.02078103,24.80818474,24.74484864,25.05909588,28.97766653,33.07837442,34.87626907,37.22646964,38.33171578,40.96193549,41.73390066,42.58801273,43.11847177,45.70747844,45.53689419,45.34843084,45.69938661,46.12188189,47.11224004,48.57040132,49.54495394,54.82121981,57.58909845,71.19434122,73.44521901,79.37772433,84.06935342,87.94227319,93.3451157,96.56115697,98.65629471,100,101.7835501,104.0971361,104.9756411,104.23224,106.5291079,109.2994332,
Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,35.95364214,44.26630624,46.52005968,49.12723996,55.36905042,66.89137773,71.6924668,77.43351816,82.65958887,86.46503655,88.84423532,93.67557053,96.3525019,98.04784638,98.9506225,100.3652264,101.6304511,103.2687613,103.0996219,103.7283123,105.8744928,108.5895427,111.7436031,113.6178446,114.2182133,114.4315828,113.8325804,113.3251428,113.8968237,113.8664358,112.4532948,110.9506263,109.7469453,108.2203888,106.4805256,105.2828684,104.0257724,103.1290511,102.4017401,101.4683172,100.8903893,98.9929014,97.3871571,96.6508195,96.30831311,97.93235517,100,100.4199444,100.3452826,100.3450443,100.9820378,101.9327329,101.7389989,102.0787867,
Kazakhstan,KAZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,0.001388508,0.002726425,0.042865301,0.57587889,9.483152101,24.74046972,34.36442119,39.9093714,42.16937714,47.76952972,56.09404033,61.79119375,65.37707519,73.05137928,84.83575529,100,121.5517089,140.425161,169.8253285,177.7919791,212.5365951,256.1978992,268.4584285,293.9595132,310.9246209,316.5944864,359.7730153,400.1075481,436.9398726,470.2927437,490.0961047,558.3668599,668.7504407,
Kenya,KEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.010645574,1.165432625,1.057989551,1.070740926,1.179997633,1.369378665,1.531446117,1.820983952,2.128726974,2.194312957,2.318042454,2.5394322,2.815038738,3.141373617,3.513250604,3.871276135,4.192815918,4.558082451,4.804307881,5.114455947,5.614087628,6.211269286,6.989663187,8.310516201,10.44619284,12.22376035,13.59539716,19.30393773,21.51138477,23.00242547,23.96713317,25.42429856,25.82425336,26.06524673,27.68059171,29.65334362,31.10625359,38.42559651,41.54939985,47.84462211,61.09605925,62.09754563,68.34767166,74.85640143,80.34903648,86.48371104,94.47364246,100,107.581934,112.1165431,116.909788,122.6954813,128.0091129,135.7008785,
Kyrgyz Republic,KGZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,0.008653064,0.00849062,0.009083777,0.009808271,0.023027033,0.214177412,1.829991687,5.139987868,7.300380755,9.880547601,11.78843672,12.85853281,17.69005457,22.49498085,24.14453198,24.63353012,25.61260515,26.92107498,28.84017672,31.54873589,36.24210007,44.29364081,46.08102381,50.70474929,62.10411103,67.48003964,69.62265785,75.48156146,78.06853159,82.79211827,88.03049635,91.06529941,100,105.3401855,122.1870285,142.5331974,
Cambodia,KHM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,49.54471605,79.25435039,85.59801138,88.19377278,93.48987571,103.1733115,104.4748967,100,102.646541,103.3785558,105.2368035,110.3131512,117.0165271,122.4356905,130.4160898,146.3969991,150.0633431,154.7462091,159.9519741,162.2561113,163.5239604,167.8282313,170.8258322,176.7624648,182.6681733,188.3524805,194.4463835,193.1399828,195.6352451,203.5983646,
Kiribati,KIR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,12.08042839,12.93975548,13.61620683,15.82956,17.88576631,19.57793673,21.37364657,23.27512104,26.03462396,28.4231534,33.03571429,33.92857143,35.39823009,38.18181818,42.85714286,42.99065421,43.51851852,46.78899083,47.89915966,48.69565217,48.24561404,53.50877193,56.52173913,59.48275862,63.55932203,64.40677966,70.83333333,74.59016393,80,83.59375,85.29411765,91.04477612,95.54888291,98.07070782,99.74540321,100.2561718,100,106.1491186,114.9774012,115.1726585,116.1475369,118.0779283,117.4322798,117.6730907,122.8131193,128.4148353,136.6921078,139.7727273,142.1621622,139.2265193,144.9438202,157.8125,165.1282051,
St. Kitts and Nevis,KNA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,27.27850688,29.16484573,32.26376394,34.61617694,40.27811076,42.60088041,42.5181721,44.32881548,45.97426104,48.82317942,51.80442828,55.43639801,58.59013954,63.04476329,65.21301062,68.66754895,70.03461705,74.4272706,75.01041307,75.49484225,79.20553056,81.42342924,83.68701783,78.8738645,81.50290541,84.3359634,85.74386036,89.03569547,87.58996431,100,106.3243771,107.8997013,111.1826468,111.7718356,118.0977343,117.2009929,117.521629,119.0124953,118.6472041,120.1719621,126.2353669,125.7851154,124.3622385,116.2079124,113.8918367,117.6822272,
"Korea, Rep.",KOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.377317164,3.878634226,4.313335332,4.993996953,5.629291503,7.351594054,9.092618177,11.02361125,12.61695265,15.37195618,18.22110529,22.71278928,26.47988331,28.19003247,29.54887254,30.85531691,32.08503565,33.67875715,35.30581422,37.82075627,40.11463273,44.16118256,48.19797096,51.94679184,55.1958158,59.69921959,63.89282807,66.51925443,69.18221027,72.27875286,71.38984318,72.11927961,74.62794814,76.89151802,79.54427036,82.03231992,82.88660572,82.70160645,84.70232036,87.09626399,90.23925821,92.70955505,93.89796528,95.07338768,96.04175178,96.9127513,100,101.9860385,104.2529652,104.7564538,103.8772064,105.5015829,108.4165199,109.7993971,
Kuwait,KWT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,46.13964855,42.73157996,40.2230328,42.1740534,48.71534921,46.41824763,38.45468086,45.41088551,54.72997583,50.50552729,53.10569821,55.71884385,62.05478287,75.56473697,87.788363,91.56972577,108.6593313,90.00628647,100,117.2583429,126.004862,126.2856865,117.75141,87.18500572,81.2233244,94.40676335,105.0539285,104.6706534,90.10998797,113.7895055,135.4613328,
Latin America & Caribbean (excluding high income),LAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,0.413283724,0.68115228,1.029326392,1.177834688,1.482294928,2.301507767,3.173949079,3.585666149,3.800585294,4.22558876,4.550984258,5.446862094,6.194455478,7.393257093,13.640889,31.09767569,38.80920784,42.25083704,44.92044128,50.96228099,56.41036722,61.28440486,67.90624684,72.9573077,79.42384265,77.09507719,84.18518078,92.99828962,100,106.4739721,112.5712671,115.2149988,118.6971492,120.8955352,123.2165955,124.6920205,130.9696454,135.8331356,157.2593809,
Lebanon,LBN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,7.772608144,13.44633659,15.5307673,22.93205694,45.275636,56.47819469,60.92512794,67.43132574,68.60335618,76.52482602,79.59953098,80.24655614,78.57102157,77.37269442,81.18035011,82.46401641,81.44586484,80.58074112,81.29044599,83.83721366,90.15290899,99.42472187,100,102.9650806,110.6731,113.5267517,113.6462711,117.4372658,118.460491,121.7164207,128.4381943,133.6975112,248.0650928,620.1645102,,
Liberia,LBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.96475385,37.23090959,36.71238421,42.4070226,49.55611642,49.79894659,54.34802142,60.87937486,71.42754571,69.48268569,74.00740074,82.09155872,88.49236657,92.66505433,93.42298157,93.48157032,100,97.38206585,97.17768738,96.63307774,91.21399536,100.2857959,109.1025344,
Libya,LBY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01770714,22.68143587,24.3110686,30.93517907,35.37826436,43.37564219,55.76741426,66.74216982,68.37026908,84.58043017,63.56450423,75.81881599,94.27520337,99.91468051,100,98.99339598,92.02356075,96.34159547,98.08216422,101.6107426,105.8526651,101.1976952,212.9189835,264.2388318,
St. Lucia,LCA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,30.39637469,32.63233183,30.13882809,30.85934444,36.71846169,38.35275212,40.07230318,42.59168743,42.7781933,44.46404911,48.19112224,50.83311394,51.72024519,52.2396972,53.5868096,56.30105871,56.56115206,58.1865509,59.60062249,60.99082623,61.67138264,61.10885284,61.36044438,64.56623142,65.02344739,69.50807327,73.1055425,75.73068949,77.64877634,77.89603841,82.12019992,83.2800697,84.95680456,90.05906698,93.64687221,96.64998891,96.45785855,99.86218547,100,102.8791711,103.7967768,113.0453719,116.5860624,
Latin America & Caribbean,LCN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,34.2821731,37.1082944,40.16740046,43.47868494,47.06294036,50.94266782,52.07890592,53.24049352,54.42797817,55.64196241,56.88301609,60.87205649,65.2407609,67.33998329,69.32748043,71.30691946,73.94400967,75.80705906,77.70626259,80.14921072,84.47922728,89.43826762,93.03686474,96.10883459,96.92802863,98.66881116,99.47337673,99.98537245,100,100.8191928,102.3844329,103.3937959,104.0667048,104.7249853,105.5734343,106.8303577,108.2350505,115.3587977,112.9170063,101.7374745,,,,,,,,,,,,,,
Sri Lanka,LKA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.912464753,1.026600137,1.041983254,1.135416434,1.280166071,1.592254463,1.677444768,1.844779498,2.115797597,2.346797962,2.708141393,3.249160665,3.92775766,4.403057986,5.147475526,6.192439613,6.228597612,6.59716148,7.108539898,7.827713299,8.682746732,10.42479011,11.53232223,12.61678792,13.86388099,15.21846324,16.63430378,18.43371223,20.07882313,21.92891805,22.84175338,24.50404604,27.85247496,30.11174803,32.74612381,35.62827143,39.34028368,43.77669905,49.91788825,58.06798986,61.48231952,78.04250615,81.14854275,89.63947766,95.24453134,97.07382525,100,105.4432217,111.2139661,115.9909465,120.4804081,124.4212043,134.9921774,200.9321801,
Lower middle income,LMC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.646869157,1.679507148,1.780033985,2.028208494,2.169473571,2.382523346,2.972487877,3.107526434,3.339935031,3.892575519,3.98710226,5.640134957,6.349501258,6.04138257,6.739575592,7.285680031,8.648668984,10.05436071,11.23431872,13.49029359,15.49215656,17.35027093,20.44334229,23.29293777,25.92456771,27.93803468,31.51871804,33.41048548,36.42375737,40.0378078,43.29338306,46.02096066,51.30097057,58.58926487,60.01814758,65.78012533,69.67617884,76.1637201,71.07411409,82.95757832,84.90295914,89.43432358,97.86476692,100.0002231,110.2801417,125.7581274,138.5892784,139.3012683,140.9397912,157.5002362,161.1708046,173.6896561,173.9243084,181.2868706,
Late-demographic dividend,LTE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0695701,57.19823535,63.7466835,65.88311345,65.05503374,65.8997983,65.68772576,65.89704404,65.36097521,67.11382402,71.73468368,76.56643439,83.11637557,91.18623472,88.18070106,90.41474472,95.25189043,97.85631857,99.11018312,99.93635774,100,101.5762528,105.8865718,109.6213757,112.6596013,114.7910812,122.3067696,142.4799987,
Luxembourg,LUX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,15.66276538,16.64376454,16.50824976,17.46387927,19.59486956,22.92221649,22.72616301,25.50232157,25.80125928,27.12486173,28.84848739,31.13367786,33.36970617,36.97742955,39.49880507,41.23971175,42.51504469,42.47942679,42.50620524,43.68635871,45.4429796,46.58514098,47.4343143,49.20317383,52.14196351,53.98902861,55.24809043,57.33843388,58.8404392,57.64447994,60.39102028,63.17412416,63.67324668,64.60568479,66.01794993,68.07594504,71.35538606,75.96114449,77.39869436,82.51472129,83.23316698,87.10219288,90.10674965,93.04961565,95.1674477,97.8289978,100,98.89238307,101.0115519,103.1442483,104.0733058,108.549514,113.5904366,120.046402,
Latvia,LVA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,36.46786607,41.00237754,43.41632452,45.510652,46.18960188,47.86084664,48.962843,51.4466052,54.02825109,57.8438886,64.32183194,72.31932131,86.82850882,96.95466436,87.59497539,87.27906678,92.97266509,96.35129135,98.00701071,99.88442126,100,100.8633925,103.8367215,107.878639,112.4698444,114.7988942,119.1305286,134.3414105,
"Macao SAR, China",MAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,14.06787706,15.20222901,17.37105542,17.92589424,18.93254788,21.15766039,23.03138767,25.90235823,28.73664695,32.08491249,36.8140645,40.32498682,43.04822457,46.57154708,47.62713982,48.41784312,47.4780721,46.91242918,46.09339234,45.41162317,44.80423681,44.82688515,45.69376582,48.237904,51.97390256,56.52785937,62.22198444,62.79573888,65.8041166,70.73326646,75.62866824,81.47681287,88.59016473,92.58917011,93.38699687,95.393801,98.77355291,101.1476782,100.8864329,100,99.57122537,
St. Martin (French part),MAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96563574,,,,,104.7156422,,107.4857199,,
Morocco,MAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.93763154,13.38626959,13.93044788,14.42974577,15.30121482,18.95793523,19.13449351,20.08673954,22.25027553,24.12312868,25.89487818,34.44617783,37.70839515,40.0834028,42.87729535,45.53618223,49.61333002,53.32974029,54.93752979,56.95406486,58.61711163,63.127323,66.53387295,69.58636608,71.69830009,72.16816789,77.60849518,77.94647131,78.50253492,87.65370903,87.54838771,86.00088356,86.52937869,87.35967943,88.11132932,88.91626612,89.70426108,91.00081667,93.88694773,98.42205007,97.97663244,98.61103217,98.02050502,98.54312336,99.78502537,100,103.1729353,104.173593,104.1101606,105.0879441,105.9463082,106.0971948,108.6377315,111.9528248,
